time_sec,left_goal_deg,left_actual_deg,left_error_deg,left_velocity_raw,left_current_raw,right_goal_deg,right_actual_deg,right_error_deg,right_velocity_raw,right_current_raw
212.0048,180.264,165.586,14.678,37,18,179.736,194.062,-14.326,-36,-18
212.0999,186.768,170.947,15.820,45,19,173.232,188.525,-15.293,-43,-18
212.1925,192.480,176.924,15.557,46,19,167.520,182.461,-14.941,-49,-19
212.2863,197.139,183.516,13.623,52,16,162.861,176.221,-13.359,-47,-18
212.3799,200.391,189.492,10.898,46,16,159.609,170.332,-10.723,-43,-18
212.4727,201.885,194.678,7.207,38,15,158.115,165.410,-7.295,-35,-16
212.5657,201.445,198.369,3.076,27,14,158.555,161.543,-2.988,-25,-15
212.6579,199.248,200.566,-1.318,14,13,160.752,159.521,1.230,-12,-14
212.7513,195.469,200.918,-5.449,0,-14,164.531,159.258,5.273,0,13
212.8447,190.283,200.391,-10.107,-8,-17,169.717,159.434,10.283,3,18
212.9369,184.307,197.578,-13.271,-25,-18,175.693,162.070,13.623,29,19
213.0322,177.803,193.008,-15.205,-38,-19,182.197,166.992,15.205,40,19
213.1249,171.650,187.295,-15.645,-45,-18,188.350,172.617,15.732,46,20
213.2179,166.113,181.055,-14.941,-50,-19,193.887,178.945,14.941,52,19
213.3110,161.807,174.814,-13.008,-47,-19,198.193,185.537,12.656,51,17
213.4046,159.082,169.014,-9.932,-42,-17,200.918,191.338,9.580,43,16
213.4988,158.115,164.443,-6.328,-34,-15,201.885,195.996,5.889,34,15
213.5917,158.994,160.752,-1.758,-24,-14,201.006,199.336,1.670,21,14
213.6847,161.631,159.170,2.461,-7,-13,198.369,201.006,-2.637,10,12
213.7776,165.938,158.994,6.943,0,14,194.062,201.094,-7.031,-1,-14
213.8714,171.387,160.049,11.338,15,16,188.613,199.775,-11.162,-15,-17
213.9671,177.803,163.828,13.975,33,17,182.197,195.996,-13.799,-33,-17
214.0585,183.955,168.486,15.469,39,18,176.045,191.074,-15.029,-42,-18
214.1522,190.107,174.375,15.732,48,19,169.893,185.186,-15.293,-48,-19
214.2441,195.205,180.439,14.766,52,18,164.795,179.033,-14.238,-48,-19
214.3367,199.072,186.768,12.305,49,16,160.928,172.969,-12.041,-48,-18
214.4305,201.445,192.480,8.965,42,16,158.555,167.432,-8.877,-40,-17
214.5254,201.885,196.963,4.922,31,15,158.115,162.949,-4.834,-31,-16
214.6196,200.391,199.863,0.527,20,14,159.609,160.049,-0.439,-18,-14
214.7138,197.139,201.094,-3.955,7,12,162.861,159.258,3.604,-2,-13
214.8067,192.480,200.742,-8.262,-2,-15,167.520,159.346,8.174,1,15
214.9035,186.504,198.809,-12.305,-21,-18,173.496,160.840,12.656,21,19
214.9980,180.088,194.766,-14.678,-34,-18,179.912,165.234,14.678,38,19
215.0917,173.760,189.316,-15.557,-42,-18,186.240,170.684,15.557,44,20
215.1866,167.871,182.988,-15.117,-49,-18,192.129,176.748,15.381,49,19
215.2812,163.037,176.660,-13.623,-47,-18,196.963,183.516,13.447,53,17
215.3754,159.697,170.771,-11.074,-44,-17,200.303,189.668,10.635,46,16
215.4705,158.203,165.674,-7.471,-35,-16,201.797,194.678,7.119,37,16
215.5653,158.555,161.543,-2.988,-28,-14,201.445,198.721,2.725,27,14
215.6591,160.752,159.346,1.406,-12,-13,199.248,200.742,-1.494,14,13
215.7531,164.619,158.994,5.625,0,13,195.381,201.182,-5.801,1,-14
215.8481,169.980,159.434,10.547,9,17,190.020,200.215,-10.195,-10,-15
215.9418,176.045,162.598,13.447,31,17,183.955,197.227,-13.271,-28,-18
216.0358,182.461,167.256,15.205,37,18,177.539,192.393,-14.854,-38,-19
216.1287,188.613,172.881,15.732,47,19,171.387,186.592,-15.205,-48,-18
216.2218,194.062,179.033,15.029,49,19,165.938,180.439,-14.502,-50,-18
216.3156,198.369,185.537,12.832,50,17,161.631,174.287,-12.656,-45,-18
216.4097,201.094,191.338,9.756,43,16,158.906,168.662,-9.756,-43,-17
216.5031,201.885,196.172,5.713,35,16,158.115,163.916,-5.801,-36,-17
216.5966,200.918,199.336,1.582,22,13,159.082,160.576,-1.494,-21,-15
216.6898,198.105,200.830,-2.725,8,12,161.895,159.258,2.637,-5,-14
216.7969,193.008,200.830,-7.822,-1,-14,166.992,159.258,7.734,0,15
216.8988,186.855,199.072,-12.217,-19,-16,173.145,160.576,12.568,18,18
216.9918,180.527,195.117,-14.590,-34,-19,179.473,164.795,14.678,37,19
217.0859,174.199,189.668,-15.469,-42,-19,185.801,170.244,15.557,45,19
217.1797,168.311,183.516,-15.205,-48,-18,191.689,176.309,15.381,49,21
217.2726,163.477,177.275,-13.799,-48,-18,196.523,182.900,13.623,52,18
217.3664,159.961,171.299,-11.338,-44,-18,200.039,189.053,10.986,47,17
217.4573,158.291,166.377,-8.086,-36,-16,201.709,194.062,7.646,39,15
217.5510,158.379,162.070,-3.691,-30,-15,201.621,198.193,3.428,29,14
217.6448,160.312,159.521,0.791,-14,-13,199.688,200.566,-0.879,16,13
217.7392,164.004,158.994,5.010,0,13,195.996,201.182,-5.186,2,-13
217.8356,169.189,159.258,9.932,4,16,190.811,200.479,-9.668,-9,-16
217.9289,175.166,162.070,13.096,29,17,184.834,197.754,-12.920,-25,-18
218.0218,181.494,166.553,14.941,37,18,178.506,193.184,-14.678,-36,-18
218.1158,187.734,171.914,15.820,46,19,172.266,187.471,-15.205,-46,-18
218.2092,193.359,178.066,15.293,46,19,166.641,181.230,-14.590,-49,-18
218.3036,197.842,184.658,13.184,51,17,162.158,175.166,-13.008,-44,-18
218.3976,200.830,190.547,10.283,45,16,159.170,169.365,-10.195,-43,-18
218.4914,201.885,195.557,6.328,36,16,158.115,164.531,-6.416,-36,-17
218.5848,201.182,198.984,2.197,24,15,158.818,160.928,-2.109,-22,-15
218.6787,198.545,200.742,-2.197,10,12,161.455,159.346,2.109,-7,-14
218.7718,194.414,200.918,-6.504,-2,-13,165.586,159.258,6.328,0,13
218.8819,187.910,199.600,-11.689,-16,-17,172.090,160.049,12.041,13,18
218.9739,181.758,196.084,-14.326,-30,-18,178.242,163.828,14.414,34,19
219.0674,175.430,190.811,-15.381,-43,-19,184.570,169.014,15.557,43,20
219.1597,169.453,184.922,-15.469,-48,-18,190.547,174.990,15.557,49,20
219.2651,163.828,177.715,-13.887,-48,-18,196.172,182.461,13.711,53,18
219.3590,160.225,171.826,-11.602,-44,-18,199.775,188.613,11.162,47,17
219.4522,158.291,166.729,-8.438,-37,-17,201.709,193.711,7.998,39,16
219.5464,158.291,162.334,-4.043,-31,-15,201.709,197.930,3.779,30,15
219.6375,160.049,159.697,0.352,-16,-14,199.951,200.391,-0.439,17,14
219.7274,163.477,158.906,4.570,-2,12,196.523,201.182,-4.658,3,-13
219.8204,168.311,158.994,9.316,1,16,191.689,200.742,-9.053,-6,-16
219.9142,174.199,161.279,12.920,26,18,185.801,198.369,-12.568,-23,-17
220.0069,180.439,165.850,14.590,37,17,179.561,193.975,-14.414,-35,-19
220.1018,186.855,171.123,15.732,44,18,173.145,188.438,-15.293,-43,-18
220.1942,192.568,177.100,15.469,45,19,167.432,182.373,-14.941,-49,-18
220.2879,197.227,183.691,13.535,52,18,162.773,176.133,-13.359,-46,-18
220.3823,200.479,189.668,10.811,46,16,159.521,170.244,-10.723,-43,-17
220.4758,201.885,194.854,7.031,37,15,158.115,165.234,-7.119,-36,-17
220.5723,201.357,198.633,2.725,26,14,158.643,161.367,-2.725,-24,-16
220.6666,198.984,200.654,-1.670,12,13,161.016,159.434,1.582,-10,-14
220.7591,195.029,200.918,-5.889,0,-13,164.971,159.170,5.801,0,13
220.8524,189.756,200.215,-10.459,-9,-16,170.244,159.521,10.723,4,18
220.9468,183.604,197.227,-13.623,-27,-18,176.396,162.686,13.711,30,19
221.0405,177.275,192.393,-15.117,-40,-18,182.725,167.520,15.205,40,19
221.1347,171.035,186.504,-15.469,-46,-19,188.965,173.232,15.732,46,21
221.2274,165.674,180.264,-14.590,-48,-18,194.326,179.648,14.678,52,18
221.3208,161.455,174.199,-12.744,-46,-18,198.545,186.152,12.393,51,17
221.4168,158.818,168.398,-9.580,-41,-17,201.182,191.953,9.229,43,16
221.5113,158.115,163.828,-5.713,-34,-16,201.885,196.523,5.361,33,15
221.6046,159.258,160.400,-1.143,-22,-13,200.742,199.688,1.055,20,14
221.6991,162.246,159.082,3.164,-4,-13,197.754,201.094,-3.340,7,13
221.7925,166.729,158.994,7.734,0,15,193.271,201.006,-7.734,-2,-14
221.8854,172.266,160.400,11.865,19,17,187.734,199.248,-11.514,-18,-18
221.9771,178.506,164.443,14.062,35,17,181.494,195.469,-13.975,-34,-18
222.0696,184.746,169.189,15.557,41,18,175.254,190.371,-15.117,-43,-18
222.1632,190.723,175.254,15.469,50,19,169.277,184.482,-15.205,-47,-19
222.2562,195.820,181.494,14.326,52,17,164.180,178.066,-13.887,-49,-18
222.3501,199.512,187.734,11.777,47,17,160.488,172.090,-11.602,-46,-18
222.4446,201.621,193.271,8.350,41,16,158.379,166.816,-8.438,-38,-16
222.5374,201.797,197.402,4.395,29,15,158.203,162.422,-4.219,-29,-16
222.6318,200.039,200.127,-0.088,18,13,159.961,159.873,0.088,-16,-15
222.7261,196.611,201.006,-4.395,4,0,163.389,159.170,4.219,-2,-13
222.8204,191.689,200.742,-9.053,-2,-17,168.311,159.346,8.965,2,16
222.9146,185.801,198.457,-12.656,-22,-17,174.199,161.191,13.008,24,19
223.0077,179.473,194.238,-14.766,-36,-19,180.527,165.850,14.678,39,19
223.1032,173.057,188.613,-15.557,-43,-19,186.943,171.387,15.557,45,20
223.1964,167.344,182.461,-15.117,-49,-18,192.656,177.451,15.205,49,19
223.2891,162.686,176.221,-13.535,-48,-19,197.314,184.043,13.271,52,17
223.3850,159.521,170.244,-10.723,-44,-18,200.479,190.195,10.283,45,16
223.4770,158.115,165.410,-7.295,-35,-16,201.885,195.029,6.855,36,16
223.5698,158.555,161.367,-2.812,-28,-14,201.445,198.809,2.637,25,13
223.6631,160.928,159.258,1.670,-12,-13,199.072,200.830,-1.758,13,14
223.7556,164.795,158.994,5.801,1,13,195.205,201.182,-5.977,0,-14
223.8489,169.980,159.346,10.635,6,17,190.020,200.303,-10.283,-11,-16
223.9405,175.957,162.510,13.447,31,17,184.043,197.227,-13.184,-28,-18
224.0339,182.285,167.080,15.205,36,18,177.715,192.480,-14.766,-38,-19
224.1274,188.525,172.705,15.820,48,19,171.475,186.768,-15.293,-48,-18
224.2213,194.062,178.945,15.117,49,18,165.938,180.527,-14.590,-49,-18
224.3180,198.457,185.713,12.744,50,17,161.543,174.111,-12.568,-46,-19
224.4115,201.094,191.426,9.668,43,16,158.906,168.486,-9.580,-43,-17
224.5047,201.885,196.172,5.713,34,15,158.115,163.828,-5.713,-35,-16
224.5992,200.830,199.336,1.494,21,14,159.170,160.576,-1.406,-20,-15
224.6923,198.018,200.830,-2.812,8,12,161.982,159.258,2.725,-5,-14
224.7864,193.623,200.830,-7.207,0,-14,166.377,159.258,7.119,0,14
224.8801,187.998,199.600,-11.602,-16,-17,172.002,160.049,11.953,13,19
224.9724,181.846,195.996,-14.150,-31,-19,178.154,163.916,14.238,35,19
225.0658,175.518,190.811,-15.293,-42,-19,184.482,169.102,15.381,42,18
225.1590,169.541,184.922,-15.381,-47,-18,190.459,174.990,15.469,48,20
225.2541,164.268,178.506,-14.238,-48,-18,195.732,181.582,14.150,52,18
225.3478,160.576,172.441,-11.865,-46,-18,199.424,187.910,11.514,49,16
225.4410,158.467,167.168,-8.701,-39,-16,201.533,193.271,8.262,41,16
225.5363,158.203,162.773,-4.570,-31,-16,201.797,197.666,4.131,31,16
225.6302,159.873,159.785,0.088,-17,-14,200.127,200.303,-0.176,17,14
225.7231,163.213,158.906,4.307,-4,10,196.787,201.182,-4.395,4,-9
225.8169,168.047,158.994,9.053,1,17,191.953,200.830,-8.877,-5,-16
225.9101,173.936,161.104,12.832,25,18,186.064,198.545,-12.480,-22,-18
226.0032,180.176,165.586,14.590,37,17,179.824,194.238,-14.414,-35,-18
226.0967,186.504,170.859,15.645,45,18,173.496,188.789,-15.293,-43,-18
226.1924,192.480,176.924,15.557,46,19,167.520,182.461,-14.941,-49,-18
226.2863,197.139,183.516,13.623,52,17,162.861,176.221,-13.359,-47,-18
226.3795,200.391,189.580,10.811,46,16,159.609,170.420,-10.811,-43,-18
226.4732,201.885,194.766,7.119,37,16,158.115,165.322,-7.207,-36,-16
226.5663,201.445,198.457,2.988,26,14,158.555,161.543,-2.988,-25,-15
226.6591,199.248,200.566,-1.318,14,12,160.752,159.521,1.230,-11,-14
226.7531,195.381,200.918,-5.537,0,-13,164.619,159.258,5.361,0,13
226.8464,190.195,200.391,-10.195,-7,-17,169.805,159.434,10.371,3,18
226.9386,184.131,197.490,-13.359,-26,-19,175.869,162.158,13.711,29,19
227.0321,177.803,192.920,-15.117,-38,-20,182.197,166.992,15.205,40,18
227.1261,171.562,187.119,-15.557,-45,-18,188.438,172.793,15.645,46,20
227.2193,166.113,180.879,-14.766,-49,-18,193.887,179.121,14.766,53,18
227.3119,161.807,174.727,-12.920,-46,-18,198.193,185.537,12.656,51,17
227.4052,159.082,169.102,-10.020,-42,-17,200.918,191.250,9.668,43,17
227.4986,158.115,164.443,-6.328,-34,-14,201.885,195.996,5.889,34,15
227.5916,158.994,160.752,-1.758,-24,-14,201.006,199.336,1.670,22,14
227.6864,161.719,159.170,2.549,-7,-13,198.281,201.006,-2.725,10,12
227.7798,166.025,158.994,7.031,0,14,193.975,201.094,-7.119,-1,-14
227.8723,171.475,160.049,11.426,15,17,188.525,199.688,-11.162,-15,-17
227.9656,177.715,163.828,13.887,33,17,182.285,195.996,-13.711,-32,-18
228.0597,184.043,168.574,15.469,40,20,175.957,190.898,-14.941,-42,-18
228.1538,190.195,174.639,15.557,49,20,169.805,185.010,-15.205,-47,-18
228.2482,195.381,180.791,14.590,51,19,164.619,178.682,-14.062,-48,-19
228.3417,199.248,187.119,12.129,48,17,160.752,172.617,-11.865,-47,-18
228.4362,201.533,192.920,8.613,42,16,158.467,167.168,-8.701,-39,-16
228.5280,201.885,197.139,4.746,31,15,158.115,162.861,-4.746,-31,-15
228.6218,200.303,199.951,0.352,20,13,159.697,160.049,-0.352,-18,-15
228.7153,197.051,201.094,-4.043,6,11,162.949,159.258,3.691,-2,-13
228.8081,192.393,200.830,-8.438,-2,-16,167.607,159.258,8.350,0,15
228.9010,186.680,198.809,-12.129,-20,-17,173.320,160.664,12.656,19,19
228.9955,180.264,194.766,-14.502,-35,-18,179.736,165.059,14.678,38,19
229.0896,173.936,189.316,-15.381,-43,-19,186.064,170.508,15.557,45,19
229.1826,168.135,183.164,-15.029,-49,-19,191.865,176.484,15.381,49,19
229.2764,163.301,176.924,-13.623,-47,-18,196.699,183.076,13.623,52,17
229.3710,159.873,171.035,-11.162,-44,-17,200.127,189.316,10.811,47,15
229.4649,158.203,166.113,-7.910,-35,-16,201.797,194.414,7.383,38,16
229.5562,158.379,161.982,-3.604,-30,-14,201.621,198.281,3.340,28,14
229.6491,160.400,159.521,0.879,-14,-13,199.600,200.566,-0.967,15,13
229.7416,164.092,158.906,5.186,0,12,195.908,201.182,-5.273,3,-14
229.8364,169.277,159.170,10.107,3,17,190.723,200.479,-9.756,-9,-17
229.9313,175.342,162.158,13.184,30,17,184.658,197.666,-13.008,-26,-18
230.0242,181.582,166.641,14.941,37,19,178.418,193.096,-14.678,-37,-18
230.1176,187.910,172.178,15.732,46,19,172.090,187.383,-15.293,-46,-19
230.2107,193.447,178.242,15.205,46,19,166.553,181.230,-14.678,-50,-18
230.3032,197.842,184.658,13.184,50,17,162.158,175.254,-13.096,-45,-18
230.3959,200.742,190.459,10.283,45,16,159.258,169.453,-10.195,-43,-17
230.4888,201.885,195.469,6.416,36,15,158.115,164.619,-6.504,-36,-15
230.5826,201.182,198.896,2.285,23,14,158.818,161.016,-2.197,-23,-15
230.6765,198.633,200.742,-2.109,11,13,161.367,159.346,2.021,-7,-14
230.7700,194.502,200.918,-6.416,-1,-13,165.498,159.258,6.240,0,13
230.8651,188.965,199.951,-10.986,-12,-17,171.035,159.697,11.338,6,19
230.9577,182.900,196.699,-13.799,-29,-19,177.100,163.037,14.062,33,19
231.0518,176.484,191.689,-15.205,-41,-19,183.516,168.223,15.293,41,18
231.1439,170.420,185.889,-15.469,-47,-19,189.580,173.848,15.732,46,20
231.2364,165.146,179.648,-14.502,-49,-18,194.854,180.264,14.590,52,19
231.3311,161.104,173.408,-12.305,-47,-18,198.896,186.768,12.129,49,16
231.4246,158.643,167.959,-9.316,-40,-16,201.357,192.480,8.877,42,16
231.5188,158.115,163.477,-5.361,-33,-15,201.885,197.051,4.834,33,15
231.6118,159.434,160.137,-0.703,-21,-13,200.566,199.951,0.615,19,14
231.7051,162.510,158.994,3.516,-4,-13,197.490,201.182,-3.691,6,13
231.8151,167.959,158.994,8.965,1,16,192.041,200.830,-8.789,-5,-14
231.9084,173.848,161.104,12.744,24,18,186.152,198.633,-12.480,-21,-18
232.0108,180.703,165.938,14.766,37,17,179.297,193.799,-14.502,-37,-19
232.1040,187.031,171.211,15.820,45,19,172.969,188.350,-15.381,-44,-19
232.1984,192.744,177.363,15.381,46,19,167.256,182.021,-14.766,-50,-18
232.2924,197.402,183.955,13.447,52,17,162.598,175.781,-13.184,-46,-18
232.3864,200.566,189.844,10.723,45,16,159.434,169.980,-10.547,-42,-18
232.4798,201.885,194.941,6.943,37,15,158.115,165.059,-6.943,-35,-16
232.5727,201.357,198.545,2.812,26,14,158.643,161.367,-2.725,-24,-15
232.6663,198.984,200.654,-1.670,13,12,161.016,159.434,1.582,-10,-15
232.7593,195.029,201.006,-5.977,0,-13,164.971,159.170,5.801,-1,14
232.8533,189.756,200.215,-10.459,-9,-16,170.244,159.521,10.723,4,19
232.9483,183.516,197.139,-13.623,-28,-18,176.484,162.598,13.887,31,19
233.0417,177.188,192.393,-15.205,-39,-18,182.812,167.607,15.205,40,19
233.1362,170.947,186.416,-15.469,-47,-18,189.053,173.496,15.557,47,21
233.2311,165.498,180.088,-14.590,-48,-18,194.502,180.000,14.502,52,19
233.3253,161.279,173.848,-12.568,-47,-18,198.721,186.416,12.305,49,17
233.4206,158.730,168.223,-9.492,-40,-17,201.270,192.129,9.141,42,15
233.5131,158.115,163.740,-5.625,-33,-15,201.885,196.611,5.273,33,14
233.6065,159.258,160.312,-1.055,-22,-14,200.742,199.775,0.967,21,13
233.7031,162.422,158.994,3.428,-4,-14,197.578,201.094,-3.516,6,12
233.7977,166.992,158.994,7.998,1,15,193.008,201.006,-7.998,-1,-15
233.8913,172.705,160.488,12.217,20,17,187.295,199.160,-11.865,-19,-18
233.9860,179.121,164.707,14.414,35,18,180.879,195.029,-14.150,-35,-18
234.0799,185.449,169.805,15.645,42,20,174.551,189.756,-15.205,-43,-18
234.1767,191.514,176.133,15.381,50,18,168.486,183.516,-15.029,-47,-18
234.2722,196.523,182.637,13.887,52,16,163.477,177.012,-13.535,-49,-18
234.3652,199.951,188.701,11.250,46,16,160.049,171.299,-11.250,-43,-18
234.4585,201.709,193.975,7.734,40,15,158.291,166.113,-7.822,-37,-16
234.5518,201.621,197.930,3.691,28,14,158.379,161.982,-3.604,-27,-15
234.6445,199.688,200.303,-0.615,17,13,160.312,159.785,0.527,-14,-14
234.7370,196.084,201.006,-4.922,2,-12,163.916,159.346,4.570,0,-13
234.8312,191.074,200.566,-9.492,-5,-16,168.926,159.346,9.580,0,17
234.9243,185.098,198.018,-12.920,-24,-18,174.902,161.543,13.359,25,19
235.0193,178.682,193.535,-14.854,-37,-18,181.318,166.377,14.941,41,18
235.1114,172.529,188.086,-15.557,-44,-18,187.471,171.826,15.645,46,19
235.2042,166.904,181.846,-14.941,-49,-18,193.096,178.066,15.029,50,19
235.2965,162.422,175.693,-13.271,-48,-18,197.578,184.570,13.008,52,17
235.3890,159.434,169.980,-10.547,-43,-17,200.566,190.371,10.195,45,16
235.4821,158.115,165.234,-7.119,-34,-16,201.885,195.205,6.680,35,16
235.5769,158.730,161.191,-2.461,-27,-14,201.270,198.984,2.285,25,14
235.6686,161.104,159.258,1.846,-11,-13,198.896,200.918,-2.021,13,13
235.7605,165.059,158.994,6.064,1,12,194.941,201.094,-6.152,0,-14
235.8521,170.156,159.434,10.723,9,17,189.844,200.215,-10.371,-11,-17
235.9441,176.221,162.686,13.535,32,16,183.779,197.139,-13.359,-29,-18
236.0367,182.461,167.256,15.205,37,19,177.539,192.393,-14.854,-38,-18
236.1288,188.613,172.793,15.820,47,19,171.387,186.680,-15.293,-47,-18
236.2206,193.975,178.857,15.117,48,19,166.025,180.527,-14.502,-50,-19
236.3138,198.281,185.361,12.920,51,17,161.719,174.463,-12.744,-45,-19
236.4064,201.006,191.074,9.932,44,16,158.994,168.750,-9.756,-43,-17
236.5011,201.885,195.996,5.889,35,16,158.115,164.004,-5.889,-36,-16
236.5928,201.006,199.160,1.846,22,14,158.994,160.752,-1.758,-22,-16
236.6853,198.281,200.830,-2.549,9,12,161.719,159.346,2.373,-5,-14
236.7789,194.062,200.918,-6.855,-1,-14,165.938,159.258,6.680,0,14
236.8707,188.613,199.775,-11.162,-13,-17,171.387,159.785,11.602,9,21
236.9623,182.549,196.523,-13.975,-29,-19,177.451,163.389,14.062,33,19
237.0550,176.221,191.602,-15.381,-41,-19,183.779,168.398,15.381,41,19
237.1480,170.156,185.625,-15.469,-48,-19,189.844,174.199,15.645,47,19
237.2414,164.971,179.297,-14.326,-49,-19,195.029,180.615,14.414,53,18
237.3351,160.928,173.145,-12.217,-46,-18,199.072,187.119,11.953,49,18
237.4293,158.643,167.695,-9.053,-39,-17,201.357,192.656,8.701,41,16
237.5217,158.115,163.477,-5.361,-32,-16,201.885,197.051,4.834,33,14
237.6147,159.521,160.137,-0.615,-21,-14,200.479,199.863,0.615,19,13
237.7068,162.510,158.994,3.516,-5,-13,197.490,201.094,-3.604,6,12
237.7991,167.080,158.994,8.086,1,16,192.920,200.918,-7.998,-2,-15
237.8917,172.705,160.488,12.217,20,17,187.295,199.072,-11.777,-19,-17
237.9846,178.945,164.707,14.238,35,17,181.055,195.117,-14.062,-33,-19
238.0774,185.273,169.629,15.645,42,19,174.727,189.932,-15.205,-43,-19
238.1707,191.162,175.693,15.469,50,19,168.838,183.955,-15.117,-46,-20
238.2647,196.172,182.021,14.150,52,18,163.828,177.539,-13.711,-49,-18
238.3590,199.775,188.262,11.514,46,17,160.225,171.562,-11.338,-45,-18
238.4526,201.709,193.711,7.998,42,16,158.291,166.377,-8.086,-37,-16
238.5458,201.709,197.842,3.867,29,14,158.291,162.158,-3.867,-27,-15
238.6391,199.863,200.215,-0.352,17,13,160.137,159.785,0.352,-14,-15
238.7322,196.348,201.006,-4.658,2,-10,163.652,159.258,4.395,0,-13
238.8250,191.426,200.654,-9.229,-3,-16,168.574,159.346,9.229,2,16
238.9186,185.537,198.281,-12.744,-23,-17,174.463,161.279,13.184,25,20
239.0105,179.297,194.062,-14.766,-36,-18,180.703,165.938,14.766,40,17
239.1031,173.057,188.613,-15.557,-43,-19,186.943,171.299,15.645,45,19
239.1962,167.344,182.461,-15.117,-49,-19,192.656,177.363,15.293,48,20
239.2914,162.598,176.133,-13.535,-48,-19,197.402,184.219,13.184,53,17
239.3854,159.521,170.244,-10.723,-43,-17,200.479,190.107,10.371,45,16
239.4776,158.115,165.498,-7.383,-34,-16,201.885,195.029,6.855,36,16
239.5701,158.643,161.367,-2.725,-28,-14,201.357,198.809,2.549,26,14
239.6628,160.840,159.258,1.582,-12,-14,199.160,200.830,-1.670,13,13
239.7561,164.795,158.994,5.801,1,13,195.205,201.182,-5.977,1,-14
239.8505,170.068,159.258,10.811,5,18,189.932,200.303,-10.371,-10,-17
239.9433,176.133,162.510,13.623,32,17,183.867,197.227,-13.359,-29,-17
240.0360,182.461,167.256,15.205,37,19,177.539,192.393,-14.854,-38,-18
240.1313,188.789,173.057,15.732,47,19,171.211,186.416,-15.205,-48,-19
240.2261,194.326,179.297,15.029,50,18,165.674,180.176,-14.502,-49,-19
240.3198,198.457,185.889,12.568,50,17,161.543,174.023,-12.480,-46,-17
240.4140,201.094,191.689,9.404,43,16,158.906,168.398,-9.492,-42,-16
240.5077,201.885,196.260,5.625,33,14,158.115,163.740,-5.625,-35,-16
240.6019,200.830,199.336,1.494,21,14,159.170,160.488,-1.318,-20,-15
240.6952,197.930,200.830,-2.900,8,12,162.070,159.258,2.812,-3,-15
240.7881,193.535,200.918,-7.383,0,-14,166.465,159.346,7.119,2,16
240.8818,187.910,199.600,-11.689,-15,-17,172.090,160.049,12.041,12,20
240.9753,181.670,195.908,-14.238,-32,-18,178.330,163.916,14.414,35,18
241.0685,175.342,190.723,-15.381,-42,-18,184.658,169.189,15.469,43,19
241.1623,169.277,184.746,-15.469,-47,-19,190.723,175.166,15.557,48,19
241.2561,164.180,178.330,-14.150,-49,-18,195.820,181.758,14.062,52,18
241.3501,160.488,172.266,-11.777,-46,-18,199.512,188.086,11.426,49,16
241.4434,158.379,166.992,-8.613,-38,-17,201.621,193.447,8.174,40,16
241.5367,158.203,162.686,-4.482,-31,-15,201.797,197.666,4.131,31,15
241.6315,159.961,159.785,0.176,-17,-13,200.039,200.303,-0.264,17,12
241.7242,163.301,158.994,4.307,-2,1,196.699,201.182,-4.482,4,-10
241.8177,168.135,158.994,9.141,0,17,191.865,200.830,-8.965,-5,-15
241.9111,174.023,161.191,12.832,24,17,185.977,198.457,-12.480,-22,-17
242.0040,180.264,165.674,14.590,36,18,179.736,194.150,-14.414,-36,-18
242.0991,186.680,171.035,15.645,44,19,173.320,188.525,-15.205,-43,-19
242.1920,192.393,176.924,15.469,46,20,167.607,182.461,-14.854,-49,-18
242.2858,197.139,183.516,13.623,52,17,162.861,176.221,-13.359,-47,-18
242.3804,200.391,189.492,10.898,46,16,159.609,170.420,-10.811,-43,-17
242.4730,201.885,194.678,7.207,37,16,158.115,165.410,-7.295,-35,-17
242.5667,201.445,198.457,2.988,26,14,158.555,161.543,-2.988,-25,-16
242.6597,199.248,200.566,-1.318,14,13,160.752,159.434,1.318,-12,-14
242.7518,195.381,201.006,-5.625,1,-12,164.619,159.170,5.449,0,13
242.8450,190.195,200.391,-10.195,-7,-17,169.805,159.434,10.371,4,18
242.9379,184.219,197.578,-13.359,-26,-18,175.781,162.158,13.623,29,20
243.0331,177.803,192.920,-15.117,-38,-18,182.197,167.168,15.029,40,19
243.1256,171.562,187.207,-15.645,-45,-19,188.438,172.793,15.645,45,19
243.2194,166.113,180.967,-14.854,-49,-18,193.887,179.033,14.854,52,19
243.3121,161.807,174.727,-12.920,-47,-18,198.193,185.537,12.656,51,16
243.4051,159.082,169.102,-10.020,-42,-17,200.918,191.338,9.580,43,16
243.4979,158.115,164.531,-6.416,-34,-16,201.885,195.996,5.889,34,15
243.5906,158.994,160.752,-1.758,-25,-15,201.006,199.336,1.670,22,14
243.6844,161.631,159.170,2.461,-8,-13,198.369,201.006,-2.637,10,12
243.7770,165.850,158.994,6.855,0,13,194.150,201.094,-6.943,1,-14
243.8697,171.299,159.873,11.426,14,17,188.701,199.775,-11.074,-15,-18
243.9658,177.715,163.740,13.975,33,17,182.285,195.996,-13.711,-32,-17
244.0588,183.955,168.486,15.469,39,19,176.045,191.074,-15.029,-41,-19
244.1531,190.107,174.551,15.557,49,19,169.893,185.098,-15.205,-48,-17
244.2475,195.381,180.791,14.590,51,18,164.619,178.682,-14.062,-48,-19
244.3411,199.248,187.031,12.217,48,17,160.752,172.705,-11.953,-47,-18
244.4351,201.445,192.744,8.701,42,16,158.555,167.256,-8.701,-40,-17
244.5278,201.885,197.051,4.834,31,15,158.115,162.861,-4.746,-30,-16
